Order_ID,Customer_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit,Order_Month,Order_Year,Ship_Days,Profit_Margin
ORD03735,C00611,2024-03-03 01:37:51,2024-03-06 01:37:51,Standard Class,Corporate,East,Furniture,Furnishings,478.21,6,0.118,13.84,2024-03,2024,3.0,2.894126011584869
ORD03501,C00776,2024-03-03 02:07:13,2024-03-05 02:07:13,First Class,Consumer,West,Furniture,Chairs,288.5,1,0.27,-48.08,2024-03,2024,2.0,-16.665511265164646
ORD02778,C00048,2024-03-03 17:46:03,2024-03-07 17:46:03,Standard Class,Consumer,South,Technology,Accessories,441.49,3,0.237,12.19,2024-03,2024,4.0,2.7611044417767103
ORD02170,C00541,2024-03-03 18:24:38,2024-03-04 18:24:38,First Class,Corporate,South,Technology,Phones,452.9,4,0.087,48.84,2024-03,2024,1.0,10.783837491720028
ORD00175,C00112,2024-03-03 19:08:55,2024-03-06 19:08:55,Standard Class,Home Office,North,Office Supplies,Appliances,73.09,2,0.034,11.68,2024-03,2024,3.0,15.980298262416198
ORD02085,C00228,2024-03-03 23:15:15,2024-03-07 23:15:15,Standard Class,Consumer,North,Technology,Accessories,1012.34,8,0.145,74.96,2024-03,2024,4.0,7.404626904004583
ORD00022,C00579,2024-03-04 01:17:24,2024-03-07 01:17:24,Standard Class,Consumer,South,Technology,Phones,800.7,7,0.094,31.46,2024-03,2024,3.0,3.9290620706881474
ORD00008,C00536,2024-03-04 07:11:06,2024-03-07 07:11:06,Second Class,Consumer,North,Office Supplies,Binders,268.98,6,0.205,-18.01,2024-03,2024,3.0,-6.695665105212284
ORD00735,C00595,2024-03-04 08:03:46,2024-03-07 08:03:46,Standard Class,Consumer,West,Technology,Laptops,1091.96,8,0.312,-19.34,2024-03,2024,3.0,-1.7711271475145607
ORD02971,C00719,2024-03-04 09:06:54,2024-03-07 09:06:54,First Class,Consumer,East,Office Supplies,Art,308.89,5,0.048,2.37,2024-03,2024,3.0,0.7672634271099745
ORD00843,C00888,2024-03-04 11:49:34,2024-03-05 11:49:34,First Class,Corporate,West,Technology,Accessories,1017.03,5,0.148,204.85,2024-03,2024,1.0,20.141982045760695
ORD03660,C00568,2024-03-04 23:37:35,2024-03-07 23:37:35,First Class,Corporate,East,Office Supplies,Paper,532.16,7,0.103,64.31,2024-03,2024,3.0,12.084711365003008
ORD02721,C00894,2024-03-05 00:24:16,2024-03-09 00:24:16,Standard Class,Home Office,West,Furniture,Tables,581.14,5,0.342,-155.7,2024-03,2024,4.0,-26.792167119799014
ORD02153,C00061,2024-03-05 00:39:42,2024-03-09 00:39:42,Second Class,Home Office,West,Furniture,Chairs,533.46,3,0.369,-75.01,2024-03,2024,4.0,-14.061035504067783
ORD00490,C00430,2024-03-05 01:32:39,2024-03-07 01:32:39,First Class,Corporate,South,Office Supplies,Appliances,266.58,7,0.066,35.81,2024-03,2024,2.0,13.433115762622855
ORD00420,C00137,2024-03-05 12:48:29,2024-03-10 12:48:29,Standard Class,Home Office,South,Furniture,Chairs,974.44,6,0.317,-206.86,2024-03,2024,5.0,-21.228603095111037
ORD01051,C00089,2024-03-05 19:17:20,2024-03-07 19:17:20,First Class,Corporate,North,Office Supplies,Paper,272.34,4,0.123,19.22,2024-03,2024,2.0,7.0573547771168395
ORD03122,C00629,2024-03-05 20:49:35,2024-03-08 20:49:35,Second Class,Consumer,North,Technology,Laptops,121.23,1,0.012,29.67,2024-03,2024,3.0,24.47414006434051
ORD01769,C00820,2024-03-06 00:00:57,2024-03-06 00:00:57,Same Day,Consumer,West,Furniture,Tables,646.99,7,0.28,-85.51,2024-03,2024,0.0,-13.21658758249741
ORD02619,C00869,2024-03-06 03:40:36,2024-03-11 03:40:36,Standard Class,Home Office,East,Technology,Phones,1123.35,6,0.043,245.31,2024-03,2024,5.0,21.837361463479773
ORD02293,C00094,2024-03-06 06:32:31,2024-03-11 06:32:31,Standard Class,Corporate,North,Furniture,Furnishings,360.32,3,0.047,-0.46,2024-03,2024,5.0,-0.12766429840142096
ORD02475,C00651,2024-03-06 12:05:31,2024-03-08 12:05:31,First Class,Consumer,North,Furniture,Bookcases,1203.85,5,0.205,-126.32,2024-03,2024,2.0,-10.493001619803131
ORD00543,C00216,2024-03-06 12:28:36,2024-03-10 12:28:36,Second Class,Corporate,North,Furniture,Bookcases,1499.48,8,0.095,142.85,2024-03,2024,4.0,9.526635900445488
ORD00926,C00401,2024-03-06 13:39:36,2024-03-08 13:39:36,First Class,Corporate,West,Office Supplies,Paper,41.75,3,0.074,8.48,2024-03,2024,2.0,20.311377245508982
ORD00117,C00428,2024-03-06 14:01:00,2024-03-11 14:01:00,Standard Class,Home Office,West,Office Supplies,Binders,438.0,7,0.171,6.27,2024-03,2024,5.0,1.4315068493150684
ORD00061,C00869,2024-03-06 16:49:27,2024-03-10 16:49:27,Standard Class,Corporate,East,Furniture,Bookcases,1745.24,8,0.168,-155.37,2024-03,2024,4.0,-8.902500515688388
ORD01296,C00230,2024-03-06 17:38:18,2024-03-10 17:38:18,Standard Class,Consumer,West,Technology,Laptops,544.63,3,0.061,71.16,2024-03,2024,4.0,13.0657510603529
ORD00576,C00333,2024-03-06 18:38:49,2024-03-10 18:38:49,Standard Class,Corporate,South,Technology,Laptops,823.47,5,0.462,-120.11,2024-03,2024,4.0,-14.585837978311291
ORD02892,C00403,2024-03-07 00:31:17,2024-03-12 00:31:17,Standard Class,Consumer,East,Furniture,Tables,815.32,4,0.191,-102.44,2024-03,2024,5.0,-12.56439189520679
ORD02684,C00376,2024-03-07 02:43:25,2024-03-10 02:43:25,Standard Class,Home Office,West,Technology,Laptops,128.36,1,0.256,1.65,2024-03,2024,3.0,1.2854471798067932
ORD02370,C00731,2024-03-07 02:56:42,2024-03-11 02:56:42,Standard Class,Consumer,West,Office Supplies,Appliances,282.68,4,0.265,-20.71,2024-03,2024,4.0,-7.326305362954577
ORD01733,C00549,2024-03-07 04:59:01,2024-03-11 04:59:01,Second Class,Home Office,East,Furniture,Bookcases,145.28,1,0.138,1.02,2024-03,2024,4.0,0.7020925110132159
ORD03251,C00853,2024-03-07 05:05:41,2024-03-12 05:05:41,Standard Class,Corporate,North,Office Supplies,Art,43.41,1,0.051,10.08,2024-03,2024,5.0,23.220456116102284
ORD03295,C00154,2024-03-07 09:04:22,2024-03-11 09:04:22,Second Class,Corporate,West,Office Supplies,Storage,169.53,5,0.004,32.42,2024-03,2024,4.0,19.123458974812717
ORD03019,C00832,2024-03-07 12:07:19,2024-03-10 12:07:19,Standard Class,Consumer,South,Furniture,Furnishings,455.13,2,0.219,-18.64,2024-03,2024,3.0,-4.095533144376332
ORD00053,C00002,2024-03-07 22:57:07,2024-03-11 22:57:07,Standard Class,Home Office,West,Office Supplies,Paper,67.41,1,0.024,12.3,2024-03,2024,4.0,18.246550956831335
ORD02954,C00120,2024-03-07 22:59:55,2024-03-09 22:59:55,Second Class,Corporate,West,Office Supplies,Binders,338.41,6,0.252,-14.78,2024-03,2024,2.0,-4.3674832304009925
ORD00569,C00734,2024-03-08 01:35:50,2024-03-10 01:35:50,First Class,Corporate,East,Office Supplies,Storage,67.44,1,0.198,0.15,2024-03,2024,2.0,0.22241992882562275
ORD03457,C00817,2024-03-08 06:13:16,2024-03-11 06:13:16,Standard Class,Consumer,North,Technology,Phones,1259.42,8,0.043,291.47,2024-03,2024,3.0,23.143192898318272
ORD00967,C00542,2024-03-08 17:05:11,2024-03-12 17:05:11,Standard Class,Consumer,West,Office Supplies,Storage,368.73,7,0.12,42.51,2024-03,2024,4.0,11.52876088194614
ORD00143,C00612,2024-03-09 02:06:22,2024-03-12 02:06:22,First Class,Consumer,East,Office Supplies,Appliances,359.95,6,0.175,-18.2,2024-03,2024,3.0,-5.05625781358522
ORD03495,C00376,2024-03-09 02:59:02,2024-03-09 02:59:02,Same Day,Corporate,West,Office Supplies,Binders,40.91,1,0.168,-0.25,2024-03,2024,0.0,-0.6110975311659742
ORD00656,C00200,2024-03-09 04:31:47,2024-03-12 04:31:47,First Class,Corporate,West,Office Supplies,Appliances,241.1,4,0.312,-11.53,2024-03,2024,3.0,-4.782248029863127
ORD01250,C00439,2024-03-09 11:30:47,2024-03-12 11:30:47,Second Class,Consumer,East,Furniture,Bookcases,1880.84,7,0.078,-33.28,2024-03,2024,3.0,-1.7694221730716064
ORD00388,C00808,2024-03-09 15:15:05,2024-03-10 15:15:05,First Class,Consumer,East,Office Supplies,Storage,276.34,8,0.176,-1.54,2024-03,2024,1.0,-0.5572845045957879
ORD01360,C00878,2024-03-09 16:08:26,2024-03-13 16:08:26,Second Class,Corporate,North,Office Supplies,Paper,45.82,2,0.214,-1.18,2024-03,2024,4.0,-2.5752946311654297
ORD01833,C00275,2024-03-09 17:59:13,2024-03-13 17:59:13,Standard Class,Home Office,South,Office Supplies,Binders,81.71,7,0.255,-9.67,2024-03,2024,4.0,-11.834536776404358
ORD03854,C00002,2024-03-09 19:53:29,2024-03-13 19:53:29,Second Class,Corporate,West,Office Supplies,Appliances,162.95,4,0.092,11.46,2024-03,2024,4.0,7.032832157103407
ORD00160,C00667,2024-03-09 20:51:47,2024-03-11 20:51:47,Second Class,Consumer,North,Office Supplies,Binders,259.54,5,0.009,35.06,2024-03,2024,2.0,13.508515065115203
ORD01807,C00842,2024-03-09 23:03:21,2024-03-12 23:03:21,First Class,Home Office,South,Office Supplies,Storage,240.23,6,0.115,8.04,2024-03,2024,3.0,3.346792657037006
ORD01390,C00470,2024-03-10 02:05:19,2024-03-11 02:05:19,Same Day,Consumer,South,Office Supplies,Binders,226.48,4,0.3,-31.62,2024-03,2024,1.0,-13.961497703991524
ORD01942,C00519,2024-03-10 03:03:03,2024-03-12 03:03:03,Second Class,Corporate,East,Office Supplies,Appliances,90.34,8,0.08,2.44,2024-03,2024,2.0,2.7009076820898823
ORD00170,C00213,2024-03-10 08:54:05,2024-03-13 08:54:05,Standard Class,Consumer,East,Office Supplies,Art,202.37,5,0.228,7.84,2024-03,2024,3.0,3.87409200968523
ORD01477,C00926,2024-03-10 09:15:42,2024-03-12 09:15:42,Second Class,Consumer,West,Office Supplies,Binders,30.13,2,0.318,-5.31,2024-03,2024,2.0,-17.62363093262529
ORD01687,C00769,2024-03-10 09:21:13,2024-03-15 09:21:13,Standard Class,Consumer,South,Technology,Laptops,117.83,1,0.235,3.26,2024-03,2024,5.0,2.7666977849444114
ORD03457,C00089,2024-03-10 10:04:39,2024-03-15 10:04:39,Standard Class,Consumer,East,Office Supplies,Binders,84.9,3,0.106,14.11,2024-03,2024,5.0,16.619552414605415
ORD03428,C00416,2024-03-10 11:41:08,2024-03-15 11:41:08,Standard Class,Consumer,South,Office Supplies,Appliances,57.72,1,0.256,-8.43,2024-03,2024,5.0,-14.604989604989605
ORD02661,C00134,2024-03-10 11:53:16,2024-03-12 11:53:16,First Class,Corporate,South,Furniture,Tables,118.69,1,0.224,-9.18,2024-03,2024,2.0,-7.734434240458336
ORD01971,C00530,2024-03-10 12:38:30,2024-03-15 12:38:30,Standard Class,Corporate,East,Furniture,Bookcases,1107.65,5,0.41,-338.54,2024-03,2024,5.0,-30.563806256488963
ORD00745,C00618,2024-03-10 20:16:13,2024-03-14 20:16:13,Second Class,Corporate,West,Furniture,Chairs,138.55,1,0.354,-29.84,2024-03,2024,4.0,-21.537351136773726
ORD01053,C00017,2024-03-11 03:35:18,2024-03-14 03:35:18,Second Class,Home Office,East,Technology,Laptops,463.01,4,0.075,27.4,2024-03,2024,3.0,5.917798751646833
ORD03134,C00093,2024-03-11 08:46:10,2024-03-15 08:46:10,Second Class,Corporate,South,Office Supplies,Appliances,35.94,1,0.303,-2.39,2024-03,2024,4.0,-6.649972175848637
ORD02197,C00935,2024-03-11 16:06:49,2024-03-16 16:06:49,Standard Class,Consumer,North,Office Supplies,Paper,412.46,7,0.221,-32.13,2024-03,2024,5.0,-7.78984628812491
ORD01479,C00287,2024-03-11 19:03:09,2024-03-12 19:03:09,Same Day,Home Office,West,Office Supplies,Binders,451.49,6,0.231,-25.64,2024-03,2024,1.0,-5.678974063655895
ORD02109,C00655,2024-03-11 22:06:27,2024-03-15 22:06:27,Standard Class,Consumer,East,Office Supplies,Paper,124.59,2,0.12,1.09,2024-03,2024,4.0,0.8748695721968056
ORD00786,C00812,2024-03-11 23:24:38,2024-03-15 23:24:38,Standard Class,Home Office,North,Technology,Accessories,820.65,7,0.177,56.34,2024-03,2024,4.0,6.865289709376714
ORD00676,C00106,2024-03-12 01:07:38,2024-03-14 01:07:38,Second Class,Corporate,West,Furniture,Furnishings,883.81,5,0.209,-91.46,2024-03,2024,2.0,-10.348378045054933
ORD01508,C00247,2024-03-12 09:14:44,2024-03-13 09:14:44,Same Day,Corporate,East,Office Supplies,Storage,363.11,7,0.285,-8.48,2024-03,2024,1.0,-2.3353804632205115
ORD00905,C00471,2024-03-12 10:54:54,2024-03-15 10:54:54,First Class,Corporate,South,Furniture,Bookcases,353.64,4,0.327,-63.15,2024-03,2024,3.0,-17.857142857142858
ORD02651,C00678,2024-03-12 11:21:08,2024-03-16 11:21:08,Second Class,Home Office,South,Office Supplies,Storage,166.19,3,0.047,12.15,2024-03,2024,4.0,7.310909200312896
ORD00264,C00162,2024-03-13 03:30:46,2024-03-17 03:30:46,Standard Class,Consumer,South,Office Supplies,Paper,183.91,6,0.183,-3.94,2024-03,2024,4.0,-2.142352237507476
ORD02353,C00262,2024-03-13 05:09:26,2024-03-15 05:09:26,Second Class,Consumer,South,Technology,Accessories,647.42,5,0.372,-99.4,2024-03,2024,2.0,-15.353248277779496
ORD01627,C00049,2024-03-13 05:50:52,2024-03-17 05:50:52,Standard Class,Consumer,West,Furniture,Furnishings,1532.08,7,0.242,-202.72,2024-03,2024,4.0,-13.231685029502376
ORD00483,C00341,2024-03-13 06:20:50,2024-03-15 06:20:50,First Class,Consumer,North,Technology,Accessories,432.82,3,0.085,70.41,2024-03,2024,2.0,16.267732544706806
ORD00789,C00844,2024-03-13 08:27:44,2024-03-16 08:27:44,Standard Class,Consumer,West,Furniture,Tables,2198.72,8,0.112,25.58,2024-03,2024,3.0,1.1634041624217728
ORD02532,C00793,2024-03-13 09:13:48,2024-03-15 09:13:48,Same Day,Consumer,East,Technology,Laptops,171.58,1,0.127,21.03,2024-03,2024,2.0,12.256673271943116
ORD03880,C00616,2024-03-13 19:25:57,2024-03-16 19:25:57,Second Class,Consumer,South,Office Supplies,Binders,367.47,8,0.262,-35.67,2024-03,2024,3.0,-9.706914850191852
ORD01794,C00410,2024-03-13 21:02:24,2024-03-16 21:02:24,Standard Class,Consumer,East,Office Supplies,Binders,230.09,4,0.063,19.9,2024-03,2024,3.0,8.648789604067973
ORD02799,C00416,2024-03-13 21:35:26,2024-03-18 21:35:26,Standard Class,Corporate,West,Office Supplies,Art,32.12,1,0.106,1.3,2024-03,2024,5.0,4.047322540473226
ORD01570,C00681,2024-03-13 23:39:22,2024-03-17 23:39:22,Second Class,Consumer,West,Furniture,Tables,493.93,5,0.16,-25.4,2024-03,2024,4.0,-5.142429089142186
ORD02892,C00547,2024-03-14 05:02:06,2024-03-17 05:02:06,First Class,Corporate,East,Technology,Laptops,1567.18,8,0.052,163.35,2024-03,2024,3.0,10.42318048979696
ORD03457,C00897,2024-03-14 06:55:54,2024-03-18 06:55:54,Standard Class,Consumer,East,Office Supplies,Art,65.32,3,0.022,3.76,2024-03,2024,4.0,5.7562767911818735
ORD03575,C00547,2024-03-14 18:06:56,2024-03-14 18:06:56,Same Day,Consumer,South,Furniture,Tables,69.77,1,0.196,-9.92,2024-03,2024,0.0,-14.218145334671062
ORD03609,C00108,2024-03-14 19:22:48,2024-03-18 19:22:48,Second Class,Consumer,East,Furniture,Furnishings,584.6,4,0.153,36.95,2024-03,2024,4.0,6.32056106739651
ORD00349,C00608,2024-03-15 05:17:30,2024-03-18 05:17:30,Standard Class,Consumer,South,Office Supplies,Binders,64.55,1,0.158,-0.42,2024-03,2024,3.0,-0.6506584043377227
ORD03390,C00825,2024-03-15 09:11:08,2024-03-17 09:11:08,Second Class,Consumer,South,Office Supplies,Paper,125.51,3,0.181,-0.12,2024-03,2024,2.0,-0.0956099115608318
ORD01601,C00267,2024-03-15 09:17:24,2024-03-20 09:17:24,Standard Class,Corporate,South,Office Supplies,Paper,269.7,4,0.188,-22.15,2024-03,2024,5.0,-8.2128290693363
ORD03061,C00431,2024-03-15 20:37:46,2024-03-18 20:37:46,Standard Class,Corporate,East,Office Supplies,Appliances,385.19,7,0.251,-50.47,2024-03,2024,3.0,-13.102624678729976
ORD03815,C00875,2024-03-15 21:44:24,2024-03-20 21:44:24,Standard Class,Corporate,North,Furniture,Furnishings,596.68,6,0.226,-57.82,2024-03,2024,5.0,-9.69028625058658
ORD00191,C00832,2024-03-16 01:00:56,2024-03-21 01:00:56,Standard Class,Corporate,North,Office Supplies,Storage,129.17,6,0.251,-4.18,2024-03,2024,5.0,-3.2360455214058996
ORD02986,C00005,2024-03-16 01:32:29,2024-03-20 01:32:29,Standard Class,Corporate,North,Furniture,Chairs,202.82,1,0.087,5.58,2024-03,2024,4.0,2.7512079676560495
ORD03367,C00929,2024-03-16 02:52:33,2024-03-19 02:52:33,Standard Class,Home Office,South,Technology,Laptops,258.09,2,0.28,-11.19,2024-03,2024,3.0,-4.335696849936069
ORD02013,C00118,2024-03-16 04:36:25,2024-03-17 04:36:25,First Class,Consumer,West,Office Supplies,Appliances,193.14,3,0.099,6.54,2024-03,2024,1.0,3.3861447654551102
ORD02766,C00202,2024-03-16 04:52:29,2024-03-18 04:52:29,Second Class,Corporate,North,Furniture,Furnishings,213.75,2,0.149,-2.26,2024-03,2024,2.0,-1.0573099415204676
ORD01858,C00159,2024-03-16 09:31:35,2024-03-19 09:31:35,Second Class,Consumer,East,Technology,Accessories,493.19,3,0.118,72.05,2024-03,2024,3.0,14.608974228998967
ORD01062,C00923,2024-03-16 11:37:11,2024-03-19 11:37:11,Second Class,Consumer,South,Technology,Accessories,763.11,7,0.111,60.14,2024-03,2024,3.0,7.880908388043663
ORD01909,C00389,2024-03-16 11:48:39,2024-03-17 11:48:39,First Class,Consumer,South,Office Supplies,Art,139.62,3,0.117,-0.31,2024-03,2024,1.0,-0.2220312276178198
ORD01404,C00497,2024-03-16 18:50:46,2024-03-19 18:50:46,Second Class,Consumer,North,Technology,Phones,812.52,5,0.24,41.35,2024-03,2024,3.0,5.0891054989415645
ORD01518,C00824,2024-03-16 20:42:42,2024-03-19 20:42:42,Second Class,Corporate,East,Furniture,Furnishings,175.36,1,0.263,-23.09,2024-03,2024,3.0,-13.167198905109487
ORD00185,C00606,2024-03-17 00:44:03,2024-03-21 00:44:03,Standard Class,Home Office,South,Furniture,Chairs,1130.74,5,0.118,64.57,2024-03,2024,4.0,5.710419725135751
ORD00524,C00645,2024-03-17 08:30:14,2024-03-21 08:30:14,Standard Class,Corporate,East,Technology,Accessories,141.77,1,0.081,17.56,2024-03,2024,4.0,12.386259434294983
ORD02011,C00529,2024-03-17 08:51:23,2024-03-21 08:51:23,Second Class,Consumer,North,Technology,Accessories,1043.9,8,0.091,200.39,2024-03,2024,4.0,19.196283168885905
ORD00774,C00309,2024-03-17 09:28:56,2024-03-18 09:28:56,First Class,Consumer,North,Furniture,Bookcases,120.29,1,0.181,-11.23,2024-03,2024,1.0,-9.335771884612187
ORD00132,C00612,2024-03-17 12:25:32,2024-03-22 12:25:32,Standard Class,Consumer,South,Office Supplies,Paper,75.17,2,0.03,12.25,2024-03,2024,5.0,16.296394838366368
ORD03109,C00186,2024-03-17 12:25:34,2024-03-18 12:25:34,First Class,Corporate,East,Office Supplies,Appliances,28.94,2,0.156,-1.85,2024-03,2024,1.0,-6.392536281962681
ORD03080,C00183,2024-03-17 15:14:40,2024-03-19 15:14:40,First Class,Home Office,East,Furniture,Bookcases,188.07,1,0.157,-10.71,2024-03,2024,2.0,-5.694688148029989
ORD00110,C00133,2024-03-17 19:32:07,2024-03-20 19:32:07,Standard Class,Consumer,East,Furniture,Chairs,474.02,2,0.156,-23.91,2024-03,2024,3.0,-5.044090966625881
ORD02481,C00633,2024-03-17 19:52:43,2024-03-19 19:52:43,Second Class,Corporate,North,Furniture,Furnishings,704.34,4,0.097,49.31,2024-03,2024,2.0,7.00088025669421
ORD00677,C00550,2024-03-17 20:28:19,2024-03-21 20:28:19,Second Class,Home Office,West,Technology,Accessories,1029.95,6,0.054,234.07,2024-03,2024,4.0,22.726345939123256
ORD00737,C00657,2024-03-18 01:22:41,2024-03-18 01:22:41,Same Day,Home Office,East,Technology,Laptops,959.79,6,0.062,199.37,2024-03,2024,0.0,20.772252263515977
ORD00305,C00597,2024-03-18 07:19:21,2024-03-22 07:19:21,Standard Class,Corporate,North,Technology,Laptops,259.48,2,0.332,2.9,2024-03,2024,4.0,1.1176198550948049
ORD02420,C00617,2024-03-18 08:11:52,2024-03-21 08:11:52,Second Class,Corporate,North,Furniture,Chairs,200.97,1,0.176,-5.57,2024-03,2024,3.0,-2.7715579439717373
ORD02040,C00222,2024-03-18 08:36:36,2024-03-20 08:36:36,Second Class,Home Office,North,Technology,Phones,342.48,2,0.125,51.97,2024-03,2024,2.0,15.174608736276571
ORD02427,C00210,2024-03-18 11:37:04,2024-03-21 11:37:04,First Class,Consumer,North,Technology,Laptops,111.14,1,0.106,10.6,2024-03,2024,3.0,9.537520244736369
ORD01723,C00272,2024-03-18 16:28:12,2024-03-21 16:28:12,Second Class,Home Office,South,Office Supplies,Binders,77.65,3,0.115,3.32,2024-03,2024,3.0,4.2755956213779776
ORD01374,C00498,2024-03-18 20:48:55,2024-03-23 20:48:55,Standard Class,Consumer,North,Office Supplies,Appliances,355.39,6,0.095,30.29,2024-03,2024,5.0,8.523031036326289
ORD02540,C00867,2024-03-18 22:07:13,2024-03-21 22:07:13,Standard Class,Home Office,East,Furniture,Chairs,1445.68,6,0.114,-11.49,2024-03,2024,3.0,-0.7947816944275358
ORD03558,C00741,2024-03-19 07:04:23,2024-03-23 07:04:23,Standard Class,Home Office,West,Office Supplies,Art,208.29,4,0.024,17.05,2024-03,2024,4.0,8.18570262614624
ORD03280,C00659,2024-03-19 08:06:45,2024-03-22 08:06:45,First Class,Consumer,West,Furniture,Tables,1102.41,5,0.253,-176.91,2024-03,2024,3.0,-16.04756850899393
ORD02592,C00690,2024-03-19 09:41:59,2024-03-21 09:41:59,Same Day,Corporate,East,Technology,Phones,946.84,5,0.004,138.84,2024-03,2024,2.0,14.663512314646615
ORD01991,C00733,2024-03-19 15:37:16,2024-03-23 15:37:16,Standard Class,Corporate,East,Furniture,Bookcases,571.42,4,0.225,-55.46,2024-03,2024,4.0,-9.70564558468377
ORD01445,C00103,2024-03-19 18:52:36,2024-03-22 18:52:36,First Class,Consumer,South,Furniture,Tables,316.92,2,0.268,-32.05,2024-03,2024,3.0,-10.11296226176953
ORD02103,C00274,2024-03-20 00:31:48,2024-03-25 00:31:48,Standard Class,Consumer,West,Furniture,Bookcases,1195.76,6,0.103,40.66,2024-03,2024,5.0,3.4003478958988422
ORD02159,C00946,2024-03-20 06:14:49,2024-03-24 06:14:49,Second Class,Consumer,East,Office Supplies,Binders,48.86,3,0.107,4.9,2024-03,2024,4.0,10.02865329512894
ORD02974,C00543,2024-03-20 07:40:20,2024-03-22 07:40:20,Second Class,Corporate,East,Technology,Accessories,940.85,6,0.125,110.65,2024-03,2024,2.0,11.760641972684276
ORD01285,C00859,2024-03-20 07:50:43,2024-03-23 07:50:43,Standard Class,Corporate,West,Technology,Accessories,185.02,1,0.161,16.46,2024-03,2024,3.0,8.896335531293914
ORD03182,C00310,2024-03-20 13:51:49,2024-03-24 13:51:49,Standard Class,Consumer,North,Office Supplies,Binders,128.62,8,0.127,14.19,2024-03,2024,4.0,11.032498833773907
ORD00502,C00900,2024-03-20 16:12:10,2024-03-23 16:12:10,Standard Class,Consumer,East,Furniture,Chairs,1470.42,8,0.162,27.71,2024-03,2024,3.0,1.884495586295072
ORD01271,C00708,2024-03-20 18:37:32,2024-03-22 18:37:32,Second Class,Home Office,North,Furniture,Tables,67.53,1,0.093,3.22,2024-03,2024,2.0,4.768251147638087
ORD00607,C00191,2024-03-20 19:52:22,2024-03-23 19:52:22,Standard Class,Consumer,North,Office Supplies,Paper,162.25,4,0.075,12.71,2024-03,2024,3.0,7.833590138674886
ORD01790,C00629,2024-03-21 17:30:32,2024-03-23 17:30:32,Second Class,Home Office,South,Office Supplies,Art,114.35,8,0.172,1.88,2024-03,2024,2.0,1.644075207695671
ORD02862,C00246,2024-03-21 18:13:41,2024-03-26 18:13:41,Standard Class,Consumer,South,Furniture,Furnishings,206.44,1,0.223,-23.27,2024-03,2024,5.0,-11.272040302267003
ORD02057,C00744,2024-03-21 19:19:30,2024-03-24 19:19:30,Standard Class,Home Office,South,Furniture,Tables,616.28,8,0.13,-0.1,2024-03,2024,3.0,-0.016226390601674565
ORD03204,C00601,2024-03-21 19:53:20,2024-03-24 19:53:20,Standard Class,Corporate,West,Office Supplies,Paper,36.5,2,0.104,1.88,2024-03,2024,3.0,5.1506849315068495
ORD00821,C00702,2024-03-22 00:37:01,2024-03-27 00:37:01,Standard Class,Corporate,West,Furniture,Furnishings,2343.53,8,0.172,-120.37,2024-03,2024,5.0,-5.136268791097191
ORD03849,C00412,2024-03-22 02:22:08,2024-03-23 02:22:08,First Class,Consumer,South,Office Supplies,Paper,41.13,1,0.056,4.44,2024-03,2024,1.0,10.795040116703136
ORD02787,C00117,2024-03-22 10:07:39,2024-03-26 10:07:39,Standard Class,Corporate,North,Technology,Accessories,281.09,2,0.186,9.45,2024-03,2024,4.0,3.361912554697784
ORD02588,C00830,2024-03-22 11:14:18,2024-03-26 11:14:18,Standard Class,Home Office,East,Office Supplies,Appliances,273.87,7,0.23,-13.02,2024-03,2024,4.0,-4.754080403110965
ORD00988,C00823,2024-03-22 14:02:26,2024-03-25 14:02:26,Standard Class,Corporate,West,Technology,Laptops,410.08,2,0.236,7.0,2024-03,2024,3.0,1.7069840031213424
ORD01112,C00096,2024-03-22 15:31:15,2024-03-25 15:31:15,Second Class,Consumer,North,Office Supplies,Storage,243.84,4,0.17,-15.14,2024-03,2024,3.0,-6.208989501312336
ORD03177,C00598,2024-03-22 18:25:45,2024-03-25 18:25:45,First Class,Home Office,South,Furniture,Tables,485.6,5,0.375,-95.49,2024-03,2024,3.0,-19.664332784184513
ORD00130,C00948,2024-03-22 19:28:22,2024-03-25 19:28:22,Standard Class,Home Office,North,Furniture,Bookcases,748.0,6,0.099,18.4,2024-03,2024,3.0,2.4598930481283423
ORD03382,C00110,2024-03-22 21:25:49,2024-03-26 21:25:49,Second Class,Consumer,South,Furniture,Tables,1386.76,8,0.159,12.51,2024-03,2024,4.0,0.9021027430846
ORD01390,C00102,2024-03-23 11:11:10,2024-03-28 11:11:10,Standard Class,Consumer,East,Technology,Accessories,601.53,4,0.129,58.56,2024-03,2024,5.0,9.735175302977408
ORD01814,C00533,2024-03-23 18:40:24,2024-03-27 18:40:24,Standard Class,Consumer,East,Office Supplies,Storage,137.61,2,0.267,-20.47,2024-03,2024,4.0,-14.875372429329262
ORD01740,C00650,2024-03-23 22:17:18,2024-03-26 22:17:18,Standard Class,Consumer,North,Technology,Accessories,109.28,1,0.354,-15.24,2024-03,2024,3.0,-13.945827232796487
ORD03622,C00945,2024-03-24 00:31:44,2024-03-27 00:31:44,Standard Class,Corporate,North,Office Supplies,Appliances,290.06,8,0.137,11.02,2024-03,2024,3.0,3.7992139557332965
ORD03407,C00086,2024-03-24 00:32:21,2024-03-28 00:32:21,Standard Class,Consumer,North,Furniture,Furnishings,1039.04,6,0.077,121.76,2024-03,2024,4.0,11.71850939328611
