Order_ID,Customer_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Region,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD00634,C00103,2024-01-04 04:43:23,2024-01-07 04:43:23,Standard Class,Consumer,South,Furniture,Tables,735.31,7,0.189,-3.56
ORD01405,C00453,2024-01-31 21:58:53,2024-02-03 21:58:53,First Class,Consumer,North,Office Supplies,Storage,180.9,7,0.033,3.24
ORD01554,C00672,2024-06-08 23:15:29,2024-06-13 23:15:29,Standard Class,Consumer,North,Office Supplies,Art,384.48,8,0.106,20.8
ORD01833,C00685,2025-10-07 10:13:58,2025-10-10 10:13:58,First Class,Corporate,South,Technology,Laptops,121.37,1,0.075,20.69
ORD01709,C00449,2024-12-01 00:27:21,2024-12-05 00:27:21,Standard Class,Corporate,North,Furniture,Bookcases,336.19,5,0.109,1.58
ORD01659,C00349,2025-06-01 23:48:41,2025-06-04 23:48:41,Standard Class,Corporate,North,Office Supplies,Paper,219.84,6,0.287,-19.95
ORD01324,C00430,2024-10-27 10:34:14,2024-11-01 10:34:14,Standard Class,Consumer,West,Technology,Accessories,546.32,5,0.166,43.4
ORD01560,C00673,2024-05-06 09:11:59,2024-05-09 09:11:59,Standard Class,Corporate,South,Furniture,Bookcases,1417.85,7,0.328,-263.44
ORD00066,C00207,2024-09-27 22:39:44,2024-09-30 22:39:44,Standard Class,Consumer,West,Technology,Laptops,645.01,6,0.116,50.89
ORD00053,C00002,2024-03-07 22:57:07,2024-03-11 22:57:07,Standard Class,Home Office,West,Office Supplies,Paper,67.41,1,0.024,12.3
ORD01433,C00677,2025-07-16 06:50:05,2025-07-18 06:50:05,Same Day,Corporate,North,Technology,Phones,276.58,2,0.048,50.76
ORD02631,C00603,2024-05-13 23:30:07,2024-05-17 23:30:07,Second Class,Home Office,East,Office Supplies,Art,432.57,6,0.264,-55.94
ORD03497,C00109,2024-10-01 18:07:19,2024-10-04 18:07:19,Second Class,Consumer,East,Technology,Accessories,443.09,3,0.222,-4.95
ORD03527,C00571,2025-12-16 10:04:34,2025-12-19 10:04:34,Standard Class,Consumer,East,Technology,Accessories,406.62,3,0.182,-7.16
ORD01072,C00355,2025-03-08 03:11:45,2025-03-12 03:11:45,Standard Class,Corporate,North,Office Supplies,Binders,401.1,8,0.215,-7.57
ORD02128,C00864,2024-11-30 17:58:56,2024-12-04 17:58:56,Second Class,Consumer,North,Furniture,Bookcases,168.02,1,0.215,-9.44
ORD01413,C00686,2025-01-31 09:35:01,2025-02-03 09:35:01,Standard Class,Corporate,North,Technology,Laptops,763.72,5,0.127,84.37
ORD00249,C00457,2025-07-26 09:05:53,2025-07-30 09:05:53,Standard Class,Consumer,East,Office Supplies,Appliances,120.92,3,0.133,7.83
ORD02791,C00931,2024-07-04 18:31:14,2024-07-05 18:31:14,First Class,Home Office,West,Office Supplies,Storage,19.44,1,0.026,2.97
ORD00177,C00665,2025-04-09 13:52:26,2025-04-13 13:52:26,Standard Class,Consumer,East,Furniture,Bookcases,838.87,3,0.179,-13.72
ORD00608,C00202,2025-09-29 01:33:19,2025-10-02 01:33:19,First Class,Home Office,East,Technology,Phones,374.88,4,0.087,47.22
ORD03363,C00589,2025-02-21 20:40:42,2025-02-25 20:40:42,Standard Class,Consumer,West,Office Supplies,Storage,283.33,4,0.195,7.29
ORD03280,C00604,2024-11-21 23:22:53,2024-11-25 23:22:53,Standard Class,Consumer,East,Furniture,Chairs,232.88,2,0.136,-16.26
ORD02315,C00762,2024-04-15 22:40:55,2024-04-18 22:40:55,Standard Class,Consumer,North,Office Supplies,Storage,243.68,6,0.173,-13.08
ORD02127,C00061,2024-06-30 06:01:56,2024-07-03 06:01:56,First Class,Consumer,West,Office Supplies,Art,243.77,3,0.071,26.79
ORD02876,C00858,2025-11-21 14:20:54,2025-11-25 14:20:54,Second Class,Home Office,South,Furniture,Furnishings,750.07,5,0.074,44.4
ORD02081,C00254,2025-01-30 02:52:27,2025-02-01 02:52:27,Second Class,Home Office,North,Office Supplies,Art,215.09,5,0.06,21.28
ORD02889,C00485,2024-08-07 23:31:22,2024-08-12 23:31:22,Standard Class,Home Office,East,Office Supplies,Appliances,137.3,5,0.078,16.27
ORD00498,C00092,2024-11-01 09:48:47,2024-11-02 09:48:47,First Class,Home Office,West,Office Supplies,Art,153.1,5,0.088,16.06
ORD03827,C00156,2025-02-25 22:51:41,2025-03-01 22:51:41,Second Class,Corporate,North,Furniture,Furnishings,221.97,3,0.078,-10.53
ORD00264,C00789,2025-01-27 09:49:33,2025-01-31 09:49:33,Second Class,Consumer,East,Furniture,Tables,734.08,4,0.189,32.94
ORD02872,C00708,2025-05-25 20:04:28,2025-05-29 20:04:28,Second Class,Home Office,North,Office Supplies,Art,175.7,5,0.199,-12.48
ORD03307,C00397,2024-07-06 23:16:15,2024-07-09 23:16:15,Second Class,Consumer,North,Office Supplies,Art,24.18,1,0.161,-0.54
ORD00119,C00074,2025-04-18 22:33:53,2025-04-21 22:33:53,Second Class,Corporate,North,Office Supplies,Storage,226.48,6,0.079,33.07
ORD00863,C00846,2024-11-19 03:42:15,2024-11-24 03:42:15,Standard Class,Consumer,East,Technology,Accessories,631.56,4,0.092,80.67
ORD01079,C00163,2025-11-17 15:12:50,2025-11-19 15:12:50,First Class,Corporate,West,Technology,Laptops,498.06,3,0.05,69.83
ORD01700,C00039,2024-04-25 06:48:26,2024-04-28 06:48:26,Standard Class,Consumer,North,Technology,Phones,142.87,1,0.189,3.42
ORD00657,C00226,2024-04-18 08:39:03,2024-04-19 08:39:03,Same Day,Consumer,South,Technology,Phones,454.0,3,0.164,3.38
ORD01980,C00663,2024-12-03 00:15:22,2024-12-07 00:15:22,Standard Class,Consumer,North,Office Supplies,Storage,152.77,4,0.144,-0.07
ORD03732,C00281,2025-01-06 02:20:23,2025-01-11 02:20:23,Standard Class,Consumer,North,Technology,Accessories,855.71,7,,-117.59
ORD00093,C00489,2025-05-19 08:08:00,2025-05-24 08:08:00,Standard Class,Consumer,East,Technology,Accessories,837.63,6,0.077,98.75
ORD03449,C00113,2024-10-21 22:40:57,2024-10-25 22:40:57,Second Class,Consumer,East,Office Supplies,Binders,194.32,4,0.081,7.66
ORD02745,C00659,2025-10-29 00:18:08,2025-11-01 00:18:08,Standard Class,Consumer,East,Technology,Laptops,216.58,2,0.087,21.16
ORD01716,C00918,2024-12-12 03:26:10,2024-12-14 03:26:10,First Class,Corporate,South,Technology,Accessories,296.65,3,0.111,26.01
ORD02116,C00918,2024-04-04 09:58:25,2024-04-06 09:58:25,Second Class,Consumer,East,Technology,Accessories,1430.43,8,0.071,160.81
ORD00602,C00859,2024-03-28 00:41:27,2024-03-31 00:41:27,Standard Class,Corporate,North,Technology,Laptops,321.38,2,0.06,47.23
ORD03545,C00924,2025-12-11 14:04:13,2025-12-14 14:04:13,Standard Class,Consumer,North,Office Supplies,Storage,337.8,6,0.171,9.19
ORD00182,C00800,2024-04-07 21:20:15,2024-04-10 21:20:15,Second Class,Corporate,West,Furniture,Chairs,1210.53,5,0.27,-175.25
ORD00511,C00789,2025-11-22 22:21:10,2025-11-25 22:21:10,First Class,Consumer,West,Furniture,Furnishings,410.67,2,0.066,9.04
ORD02755,C00719,2024-07-21 23:53:00,2024-07-25 23:53:00,Standard Class,Consumer,West,Furniture,Tables,642.26,7,0.225,-72.98
ORD00656,C00200,2024-03-09 04:31:47,2024-03-12 04:31:47,First Class,Corporate,West,Office Supplies,Appliances,241.1,4,0.312,-11.53
ORD00311,C00173,2024-08-10 10:25:28,2024-08-15 10:25:28,Standard Class,Corporate,East,Furniture,Bookcases,618.59,6,0.138,51.53
ORD01009,C00721,2025-03-24 17:30:34,2025-03-26 17:30:34,Second Class,Consumer,West,Office Supplies,Paper,23.33,1,0.142,1.03
ORD02220,C00268,2024-11-08 08:51:51,2024-11-12 08:51:51,Second Class,Consumer,South,Office Supplies,Paper,426.15,8,0.072,48.16
ORD01189,C00909,2025-07-27 11:22:06,2025-08-01 11:22:06,Standard Class,Consumer,North,Office Supplies,Appliances,12.1,1,0.041,1.04
ORD03283,C00637,2025-03-22 00:30:06,2025-03-27 00:30:06,Standard Class,Consumer,North,Office Supplies,Appliances,38.35,3,0.144,0.35
ORD03676,C00329,2024-10-19 13:44:05,2024-10-22 13:44:05,Second Class,Consumer,North,Office Supplies,Binders,194.25,8,0.168,6.6
ORD01628,C00499,2025-04-08 06:42:07,2025-04-12 06:42:07,Standard Class,Corporate,North,Technology,Laptops,1033.14,6,0.06,56.83
ORD02214,C00332,2025-12-10 04:01:30,2025-12-15 04:01:30,Standard Class,Consumer,South,Furniture,Furnishings,1317.59,6,0.11,39.97
ORD02340,C00216,2024-10-27 14:55:36,2024-11-01 14:55:36,Standard Class,,East,Technology,Accessories,299.81,3,0.184,5.58
ORD01055,C00454,2024-04-22 00:20:00,2024-04-25 00:20:00,Second Class,Consumer,West,Office Supplies,Binders,254.43,7,0.208,-16.77
ORD01877,C00567,2024-10-25 09:52:48,2024-10-30 09:52:48,Standard Class,Consumer,East,Furniture,Bookcases,1356.71,8,0.181,-48.19
ORD00838,C00660,2025-09-05 06:48:49,2025-09-08 06:48:49,Standard Class,Consumer,North,Office Supplies,Storage,194.73,5,0.169,15.15
ORD03768,C00332,2024-06-07 20:51:06,2024-06-08 20:51:06,Same Day,Consumer,East,Technology,Phones,265.82,2,0.076,33.79
ORD02036,C00236,2025-11-23 20:58:47,2025-11-27 20:58:47,Second Class,Consumer,South,Office Supplies,Appliances,180.14,8,0.101,12.13
ORD01646,C00145,2025-03-05 11:07:31,2025-03-10 11:07:31,Standard Class,Corporate,North,Office Supplies,Art,46.03,1,0.037,6.99
ORD00785,C00151,2025-03-15 03:33:53,2025-03-20 03:33:53,Standard Class,Corporate,South,Furniture,Chairs,559.72,8,0.201,-42.08
ORD00568,C00551,2024-08-19 10:33:24,2024-08-22 10:33:24,Standard Class,Consumer,South,Office Supplies,Paper,45.05,1,0.116,-0.17
ORD00314,C00272,2025-11-02 22:24:30,2025-11-06 22:24:30,Standard Class,Consumer,South,Office Supplies,Appliances,21.65,1,0.109,1.23
ORD01173,C00584,2024-01-27 07:46:05,2024-01-31 07:46:05,Standard Class,Home Office,West,Office Supplies,Storage,61.3,1,0.096,5.65
ORD02433,C00613,2024-08-06 00:43:17,2024-08-10 00:43:17,Standard Class,Consumer,East,Office Supplies,Storage,94.49,2,0.233,-16.32
ORD03646,C00791,2024-11-01 10:22:07,2024-11-04 10:22:07,Standard Class,Consumer,East,Office Supplies,Binders,286.61,6,0.079,36.49
ORD02606,C00040,2024-12-14 09:51:55,2024-12-18 09:51:55,Second Class,Home Office,North,Technology,Phones,583.24,4,0.215,-27.07
ORD00632,C00853,2024-12-12 02:48:16,2024-12-17 02:48:16,Standard Class,Consumer,West,Technology,Laptops,105.37,1,0.115,12.93
ORD00290,C00881,2024-04-17 23:38:10,2024-04-20 23:38:10,Standard Class,Consumer,East,Technology,Laptops,414.16,3,0.169,52.42
ORD02011,C00431,2024-06-13 16:23:13,2024-06-15 16:23:13,First Class,Consumer,North,Office Supplies,Binders,345.48,8,0.199,-8.7
ORD01971,C00530,2024-03-10 12:38:30,2024-03-15 12:38:30,Standard Class,Corporate,East,Furniture,Bookcases,1107.65,5,0.41,-338.54
ORD00289,C00872,2025-02-21 21:27:46,2025-02-23 21:27:46,Second Class,Consumer,East,Office Supplies,Art,411.05,6,0.221,-5.76
ORD02230,C00101,2024-09-13 03:13:11,2024-09-18 03:13:11,Standard Class,Corporate,South,Office Supplies,Appliances,78.8,3,0.242,-0.77
ORD00416,C00913,2025-02-17 00:19:25,2025-02-19 00:19:25,Second Class,Consumer,North,Furniture,Bookcases,981.13,5,0.145,-64.1
ORD02478,C00687,2025-03-06 11:47:43,2025-03-09 11:47:43,Standard Class,Consumer,East,Technology,Laptops,875.68,7,0.197,-63.98
ORD03838,C00674,2025-05-27 11:04:41,2025-06-01 11:04:41,Standard Class,Consumer,North,Technology,Phones,623.94,6,0.082,121.46
ORD00032,C00273,2025-02-03 08:03:45,2025-02-04 08:03:45,First Class,Corporate,North,Furniture,Chairs,109.82,1,0.296,-12.45
ORD01075,C00949,2025-04-18 00:03:26,2025-04-22 00:03:26,Standard Class,Consumer,North,Furniture,Tables,1194.44,5,0.247,-107.2
ORD03096,C00728,2025-03-04 14:52:11,2025-03-07 14:52:11,Standard Class,Corporate,West,Office Supplies,Paper,371.92,7,0.241,-47.4
ORD02856,C00894,2025-04-21 06:37:37,2025-04-24 06:37:37,Standard Class,Consumer,South,Technology,Laptops,274.59,2,0.134,27.73
ORD02061,C00836,2025-03-26 03:36:05,2025-03-31 03:36:05,Standard Class,Consumer,South,Furniture,Tables,717.59,4,0.224,-43.3
ORD03640,C00634,2024-08-18 20:04:18,2024-08-22 20:04:18,Standard Class,Consumer,South,Furniture,Tables,305.6,6,0.172,11.24
ORD01609,C00479,2024-06-28 18:54:12,2024-07-03 18:54:12,Standard Class,Consumer,West,Office Supplies,Storage,20.95,1,0.081,1.77
ORD02594,C00363,2025-07-28 19:48:45,2025-08-02 19:48:45,Standard Class,Consumer,East,Technology,Laptops,633.23,6,0.042,113.43
ORD01714,C00176,2024-09-07 04:08:18,2024-09-10 04:08:18,Second Class,Corporate,West,Office Supplies,Binders,120.51,7,0.113,-3.46
ORD03777,C00039,2025-02-04 21:00:34,2025-02-07 21:00:34,First Class,Home Office,South,Furniture,Bookcases,705.36,5,0.131,14.31
ORD01767,C00449,2024-05-23 18:58:06,2024-05-28 18:58:06,Standard Class,Corporate,North,Furniture,Tables,500.03,4,0.26,-38.4
ORD00444,C00562,2024-11-10 22:26:48,2024-11-12 22:26:48,First Class,Corporate,East,Office Supplies,Binders,49.91,1,0.016,8.15
ORD03319,C00543,2025-01-21 15:42:28,2025-01-26 15:42:28,Standard Class,Consumer,South,Office Supplies,Appliances,273.98,6,0.369,-36.55
ORD01594,C00449,2025-04-01 23:44:19,2025-04-04 23:44:19,Standard Class,Corporate,West,Office Supplies,Appliances,617.05,8,0.406,-142.28
ORD02682,C00342,2025-01-19 06:07:08,2025-01-23 06:07:08,Second Class,Consumer,West,Office Supplies,Binders,183.8,8,,-6.48
ORD01581,C00387,2024-09-20 06:42:59,2024-09-23 06:42:59,Second Class,Corporate,South,Office Supplies,Art,155.51,5,0.336,-25.73
ORD01116,C00731,2025-12-03 02:13:59,2025-12-07 02:13:59,Standard Class,Home Office,West,Technology,Laptops,115.39,1,0.264,3.72
ORD00970,C00886,2025-01-09 07:11:29,2025-01-09 07:11:29,Same Day,Consumer,East,Technology,Laptops,339.41,3,0.16,39.63
ORD00049,C00258,2025-08-13 01:25:23,2025-08-16 01:25:23,First Class,Home Office,South,Furniture,Tables,484.3,3,0.292,-74.36
ORD00354,C00617,2025-06-21 19:05:01,2025-06-24 19:05:01,Standard Class,Corporate,East,Technology,Phones,140.82,1,0.071,22.26
ORD01469,C00799,2025-02-11 13:43:02,2025-02-13 13:43:02,Second Class,Consumer,North,Technology,Phones,144.04,1,0.158,14.06
ORD03023,C00382,2025-10-09 01:46:42,2025-10-11 01:46:42,Second Class,Home Office,West,Furniture,Chairs,1054.01,5,0.164,-44.74
ORD00740,C00416,2024-04-03 15:15:13,2024-04-04 15:15:13,First Class,Consumer,North,Office Supplies,Binders,15.3,1,0.028,3.08
ORD02718,C00525,2025-11-03 08:55:19,2025-11-06 08:55:19,Second Class,Consumer,South,Technology,Accessories,133.45,1,0.259,-7.84
ORD02367,C00557,2025-09-12 15:57:36,2025-09-16 15:57:36,Standard Class,Consumer,East,Office Supplies,Binders,108.45,8,0.319,-11.73
ORD02686,C00873,2025-01-02 15:38:55,2025-01-04 15:38:55,Second Class,Corporate,North,Furniture,Bookcases,1056.44,5,0.135,-35.18
ORD02499,C00054,2025-06-19 09:01:37,2025-06-22 09:01:37,Standard Class,Consumer,North,Office Supplies,Art,303.27,7,0.078,41.76
ORD03323,C00780,2025-01-14 19:13:12,2025-01-16 19:13:12,Second Class,Home Office,East,Office Supplies,Paper,25.04,2,0.186,-0.31
ORD01258,C00200,2024-07-15 04:45:13,2024-07-17 04:45:13,Second Class,Consumer,North,Office Supplies,Binders,93.28,3,0.277,0.79
ORD02610,C00348,2025-08-06 21:43:46,2025-08-08 21:43:46,Second Class,Consumer,South,Technology,Accessories,496.18,5,0.06,67.34
ORD03365,C00417,2024-06-28 12:33:03,2024-07-01 12:33:03,Standard Class,Corporate,South,Office Supplies,Appliances,308.68,6,0.103,29.07
ORD02576,C00481,2024-08-17 13:10:34,2024-08-20 13:10:34,Standard Class,Consumer,North,Technology,Accessories,310.98,3,0.191,4.63
ORD03830,C00702,2025-01-14 01:59:19,2025-01-17 01:59:19,Second Class,Corporate,North,Office Supplies,Appliances,442.77,8,0.062,42.04
ORD03207,C00159,2025-09-03 06:56:20,2025-09-06 06:56:20,Standard Class,Consumer,West,Technology,Phones,700.63,6,0.104,87.18
ORD01833,C00922,2024-10-07 06:23:06,2024-10-11 06:23:06,Standard Class,Home Office,West,Technology,Phones,336.66,2,0.043,66.21
ORD03013,C00792,2024-12-26 17:21:41,2024-12-29 17:21:41,Standard Class,Corporate,North,Technology,Accessories,114.15,1,0.211,-0.97
ORD01843,C00069,2024-01-31 09:58:35,2024-02-03 09:58:35,First Class,Consumer,West,Furniture,Furnishings,203.25,1,0.149,-8.07
ORD03543,C00534,2024-03-25 13:48:35,2024-03-28 13:48:35,Standard Class,Consumer,East,Technology,Laptops,1215.33,7,0.143,103.77
ORD00306,C00890,2024-02-10 20:11:49,2024-02-13 20:11:49,Second Class,Consumer,East,Technology,Laptops,879.49,7,0.092,127.9
ORD03868,C00035,2024-02-22 14:28:34,2024-02-25 14:28:34,Standard Class,Home Office,East,Technology,Phones,479.18,4,0.083,63.99
ORD03425,C00293,2025-09-26 00:28:46,2025-09-28 00:28:46,First Class,Corporate,East,Office Supplies,Binders,218.15,6,0.237,-13.42
ORD01167,C00436,2025-09-06 15:43:15,2025-09-10 15:43:15,Standard Class,Consumer,West,Office Supplies,Storage,376.89,8,0.18,-19.37
ORD00559,C00933,2025-08-22 23:26:53,2025-08-27 23:26:53,Standard Class,Consumer,East,Furniture,Furnishings,415.69,2,0.074,27.55
ORD02261,C00529,2024-02-10 13:32:59,2024-02-15 13:32:59,Standard Class,Home Office,East,Office Supplies,Appliances,248.76,8,0.234,-3.17
ORD02451,C00043,2024-02-26 16:20:19,2024-03-02 16:20:19,Standard Class,Consumer,South,Office Supplies,Paper,229.69,4,0.043,34.43
ORD01449,C00604,2024-07-23 20:18:44,2024-07-25 20:18:44,First Class,Corporate,North,Office Supplies,Paper,225.94,4,0.194,-0.7
ORD02516,C00483,2025-02-16 15:58:12,2025-02-18 15:58:12,Second Class,Corporate,East,Technology,Accessories,322.94,2,0.084,34.56
ORD02084,C00562,2024-08-31 21:57:29,2024-09-03 21:57:29,Second Class,Consumer,North,Furniture,Furnishings,365.61,6,0.089,7.46
ORD01347,C00738,2024-12-21 22:03:10,2024-12-25 22:03:10,Second Class,Consumer,South,Furniture,Chairs,361.93,5,0.154,-13.42
ORD01871,C00091,2024-05-06 06:51:45,2024-05-07 06:51:45,First Class,Consumer,North,Technology,Laptops,166.92,1,0.098,20.99
ORD00388,C00333,2025-06-17 11:13:51,2025-06-19 11:13:51,Same Day,Consumer,North,Office Supplies,Appliances,328.77,6,0.107,10.21
ORD02121,C00126,2024-08-17 03:24:42,2024-08-20 03:24:42,Second Class,Home Office,East,Technology,Phones,282.88,2,0.165,-3.9
ORD02552,C00925,2024-02-18 13:47:42,2024-02-23 13:47:42,Standard Class,Corporate,East,Office Supplies,Appliances,190.05,3,0.077,12.47
ORD03762,C00879,2025-06-26 03:58:25,2025-06-29 03:58:25,Standard Class,Corporate,South,Furniture,Bookcases,311.86,5,0.197,-29.59
ORD01334,C00878,2025-10-21 00:51:09,2025-10-23 00:51:09,Second Class,Consumer,North,Furniture,Furnishings,1045.0,7,0.199,-52.42
ORD00343,C00249,2024-01-11 17:14:36,2024-01-14 17:14:36,Second Class,Consumer,South,Office Supplies,Paper,81.72,2,0.066,5.47
ORD00597,C00315,2024-11-14 18:30:42,2024-11-18 18:30:42,Second Class,Corporate,South,Office Supplies,Appliances,197.01,4,0.309,-28.46
ORD03428,C00442,2025-08-26 20:04:42,2025-08-29 20:04:42,Standard Class,Consumer,East,Office Supplies,Binders,166.6,3,0.216,-4.94
ORD03564,C00004,2025-05-30 12:00:27,2025-06-03 12:00:27,Second Class,Consumer,East,Technology,Phones,929.82,6,0.183,107.31
ORD03062,C00818,2025-09-17 06:43:16,2025-09-22 06:43:16,Standard Class,Consumer,East,Office Supplies,Storage,89.23,7,0.024,11.66
ORD01898,C00167,2024-10-30 02:28:47,2024-11-02 02:28:47,Standard Class,Corporate,East,Office Supplies,Art,333.26,6,0.021,23.73
ORD03831,C00650,2024-09-28 18:01:21,2024-10-01 18:01:21,First Class,Corporate,West,Furniture,Chairs,1500.08,7,0.375,
ORD02731,C00031,2025-06-01 16:45:45,2025-06-05 16:45:45,Second Class,Consumer,East,Furniture,Tables,549.26,4,0.088,61.38
ORD00876,C00128,2024-04-22 03:17:52,2024-04-26 03:17:52,Standard Class,Home Office,East,Technology,Accessories,1018.75,5,0.145,147.04
ORD01173,C00646,2024-06-23 18:39:41,2024-06-26 18:39:41,Standard Class,Consumer,South,Technology,Phones,349.79,3,0.118,45.89
ORD03686,C00057,2025-03-14 14:43:26,2025-03-17 14:43:26,Second Class,Consumer,North,Technology,Phones,1079.61,8,0.269,4.51
ORD00578,C00134,2025-05-02 23:19:29,2025-05-05 23:19:29,Standard Class,Consumer,West,Technology,Phones,419.78,2,0.258,8.19
ORD02804,C00195,2024-03-28 08:39:47,2024-04-01 08:39:47,Standard Class,Corporate,South,Office Supplies,Appliances,392.65,8,0.177,-9.72
ORD00135,C00456,2025-01-06 01:35:40,2025-01-08 01:35:40,Second Class,Consumer,North,Furniture,Furnishings,1172.99,6,0.3,-136.49
ORD02724,C00206,2024-09-23 09:23:13,2024-09-27 09:23:13,Second Class,Consumer,West,Office Supplies,Art,516.3,8,0.261,-12.55
ORD01344,C00178,2025-01-01 06:33:53,2025-01-04 06:33:53,Standard Class,Consumer,East,Office Supplies,Art,230.96,6,0.037,38.05
ORD00064,C00179,2025-11-30 15:40:45,2025-12-04 15:40:45,Standard Class,Corporate,North,Office Supplies,Binders,69.44,3,0.151,0.17
ORD00196,C00823,2024-02-25 22:12:57,2024-02-27 22:12:57,Second Class,Corporate,North,Office Supplies,Binders,175.24,3,0.064,16.31
ORD00727,C00774,2025-12-27 16:32:15,2025-12-30 16:32:15,Standard Class,Consumer,North,Furniture,Tables,295.15,2,0.084,3.02
ORD03861,C00280,2024-11-24 04:37:07,2024-11-29 04:37:07,Standard Class,Home Office,East,Office Supplies,Appliances,313.01,8,0.204,6.59
ORD03798,C00614,2025-07-17 15:16:39,2025-07-20 15:16:39,Standard Class,Consumer,North,Office Supplies,Storage,40.02,1,0.135,2.29
ORD00910,C00663,2024-11-05 20:43:30,2024-11-08 20:43:30,Standard Class,Consumer,West,Furniture,Furnishings,493.94,7,0.253,-44.29
ORD01170,C00235,2024-08-15 00:02:44,2024-08-18 00:02:44,First Class,Corporate,West,Office Supplies,Paper,82.34,6,0.022,14.47
ORD00491,C00557,2025-07-16 12:54:26,2025-07-19 12:54:26,Standard Class,Corporate,East,Technology,Phones,290.53,2,0.105,15.09
ORD01950,C00057,2025-05-16 23:53:29,2025-05-18 23:53:29,Same Day,Consumer,East,Office Supplies,Appliances,538.78,8,0.28,-27.98
ORD03202,C00357,2024-04-15 03:53:45,2024-04-20 03:53:45,Standard Class,Corporate,South,Office Supplies,Storage,70.84,2,0.143,-0.57
ORD02079,C00569,2025-05-29 22:43:10,2025-06-01 22:43:10,Second Class,Consumer,North,Office Supplies,Art,44.66,2,0.147,0.56
ORD03116,C00722,2025-07-03 17:54:56,2025-07-07 17:54:56,Standard Class,Corporate,East,Furniture,Bookcases,704.57,5,0.068,7.62
ORD03789,C00354,2024-10-10 02:59:11,2024-10-13 02:59:11,Second Class,Corporate,North,Office Supplies,Art,50.45,1,0.14,2.16
ORD03887,C00109,2025-11-06 17:22:47,2025-11-08 17:22:47,First Class,Home Office,North,Office Supplies,Art,14.28,1,0.028,1.95
ORD01295,C00674,2025-04-12 20:22:07,2025-04-15 20:22:07,Standard Class,Consumer,South,Furniture,Furnishings,855.65,5,0.307,-208.54
ORD00952,C00675,2024-08-31 13:10:08,2024-09-05 13:10:08,Standard Class,Corporate,North,Office Supplies,Storage,326.93,8,0.131,-11.07
ORD01906,C00097,2024-01-08 19:56:54,2024-01-10 19:56:54,First Class,Corporate,South,Office Supplies,Paper,28.8,1,0.099,1.36
ORD00188,C00171,2025-05-07 17:18:21,2025-05-09 17:18:21,First Class,Consumer,East,Technology,Accessories,953.75,6,0.334,-51.63
ORD01756,C00264,2024-06-01 14:41:24,2024-06-03 14:41:24,Same Day,Consumer,West,Office Supplies,Paper,351.11,5,0.212,4.05
ORD02820,C00078,2025-07-06 06:20:39,2025-07-11 06:20:39,Standard Class,Home Office,East,Office Supplies,Binders,23.15,1,0.147,1.68
ORD00755,C00745,2025-01-18 07:32:49,2025-01-22 07:32:49,Standard Class,Consumer,West,Technology,Accessories,235.65,2,0.147,18.53
ORD03151,C00919,2024-12-06 17:02:59,2024-12-10 17:02:59,Standard Class,Corporate,South,Office Supplies,Storage,50.37,4,0.09,2.44
ORD03331,C00800,2024-04-29 12:55:22,2024-05-02 12:55:22,Second Class,Consumer,West,Technology,Accessories,1187.92,6,0.341,-109.07
ORD01365,C00164,2025-06-03 09:34:21,2025-06-07 09:34:21,Standard Class,Corporate,East,Technology,Accessories,340.12,2,0.071,62.03
ORD01201,C00256,2024-05-01 02:41:17,2024-05-06 02:41:17,Standard Class,Consumer,North,Office Supplies,Art,214.72,4,0.069,37.74
ORD03650,C00252,2024-10-31 23:02:42,2024-11-04 23:02:42,Second Class,Home Office,West,Technology,Phones,677.85,4,0.131,55.14
ORD03186,C00438,2025-09-02 12:03:04,2025-09-06 12:03:04,Standard Class,Corporate,South,Office Supplies,Art,229.63,6,0.155,-1.53
ORD03010,C00010,2025-11-02 20:48:34,2025-11-05 20:48:34,Second Class,Consumer,North,Office Supplies,Paper,46.85,2,0.128,2.4
ORD01315,C00213,2025-12-23 01:36:36,2025-12-27 01:36:36,Standard Class,Corporate,North,Office Supplies,Appliances,148.12,6,0.243,-9.74
ORD01599,C00643,2025-11-30 08:22:11,2025-12-01 08:22:11,First Class,Corporate,South,Technology,Accessories,920.35,7,0.117,58.83
ORD02709,C00626,2025-02-09 20:35:03,2025-02-12 20:35:03,Standard Class,Consumer,South,Office Supplies,Storage,224.86,5,0.044,22.46
ORD02807,C00722,2024-05-26 08:25:08,2024-05-29 08:25:08,Second Class,Consumer,East,Technology,Accessories,1098.44,6,0.257,-62.26
ORD00951,C00402,2025-09-04 12:30:06,2025-09-08 12:30:06,Standard Class,Corporate,West,Office Supplies,Art,82.89,2,0.186,2.89
ORD00004,C00020,2025-08-08 04:34:00,2025-08-12 04:34:00,Standard Class,Corporate,South,Office Supplies,Storage,231.71,8,0.208,5.69
ORD00220,C00930,2025-04-20 04:36:25,2025-04-23 04:36:25,Standard Class,Consumer,East,Office Supplies,Appliances,110.37,3,0.355,-19.06
ORD01324,C00491,2024-04-13 08:45:35,2024-04-14 08:45:35,First Class,Home Office,South,Office Supplies,Binders,84.24,2,0.121,9.33
ORD01819,C00866,2025-01-02 02:50:47,2025-01-05 02:50:47,Standard Class,Consumer,West,Furniture,Furnishings,1164.47,5,,
